age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
55-60,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,55-60
50-55,Local-gov,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,50-55
65-70,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,?,<=50K,65-70
65-70,Private,9,Widowed,Other-service,Not-in-family,White,Female,18,United-States,<=50K,65-70
65-70,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,65-70
65-70,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,65-70
35-40,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,35-40
40-45,Federal-gov,12,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,40-45
25-30,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50,United-States,<=50K,25-30
30-35,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,30-35
30-35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,>50K,30-35
25-30,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,25-30
65-70,Self-emp-inc,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,65-70
-20,Private,10,Never-married,Sales,Own-child,White,Female,35,United-States,<=50K,70-75
20-25,Private,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,20-25
25-30,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,25-30
40-45,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,40-45
45-50,Private,10,Divorced,Prof-specialty,Unmarried,White,Female,20,United-States,<=50K,45-50
50-55,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,50-55
50-55,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,20,China,>50K,50-55
45-50,Federal-gov,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,45-50
20-25,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,20-25
40-45,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,40-45
35-40,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,35-40
50-55,Private,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,45,United-States,<=50K,50-55
65-70,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K,65-70
35-40,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K,35-40
45-50,Private,9,Separated,Sales,Not-in-family,White,Female,52,United-States,<=50K,45-50
35-40,?,9,Never-married,?,Unmarried,White,Female,40,United-States,<=50K,35-40
20-25,Private,13,Never-married,Sales,Not-in-family,White,Female,16,United-States,<=50K,20-25
-20,Private,5,Never-married,Farming-fishing,Other-relative,White,Male,16,Mexico,<=50K,70-75
20-25,Private,4,Separated,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,20-25
25-30,Self-emp-not-inc,10,Never-married,Sales,Own-child,White,Male,25,United-States,<=50K,25-30
-20,Private,7,Never-married,Adm-clerical,Own-child,White,Male,16,United-States,<=50K,70-75
25-30,Private,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,25-30
30-35,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K,30-35
30-35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,46,United-States,<=50K,30-35
20-25,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,<=50K,20-25
40-45,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,>50K,40-45
20-25,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,?,<=50K,20-25
50-55,Private,14,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,>50K,50-55
20-25,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,35,United-States,<=50K,20-25
20-25,Private,10,Never-married,Other-service,Own-child,White,Male,50,United-States,<=50K,20-25
40-45,Private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,40-45
35-40,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,35-40
50-55,Private,5,Widowed,Sales,Unmarried,Black,Female,25,United-States,<=50K,50-55
25-30,Private,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,48,United-States,<=50K,25-30
55-60,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,55-60
20-25,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,20-25
50-55,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,50-55
30-35,Private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,30-35
40-45,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,62,United-States,<=50K,40-45
30-35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-35
45-50,Private,9,Widowed,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K,45-50
55-60,Private,5,Married-civ-spouse,Sales,Husband,Black,Male,55,United-States,>50K,55-60
20-25,Private,7,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,20-25
20-25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,20-25
45-50,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,45-50
30-35,Private,10,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,30-35
35-40,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,?,<=50K,35-40
40-45,Self-emp-inc,13,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Male,45,India,<=50K,40-45
20-25,Private,10,Never-married,Sales,Other-relative,White,Male,20,United-States,<=50K,20-25
35-40,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K,35-40
25-30,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,25-30
30-35,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-35
30-35,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,30-35
55-60,State-gov,10,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,55-60
40-45,Private,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,United-States,<=50K,40-45
35-40,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,35-40
50-55,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K,50-55
25-30,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,25-30
30-35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,30-35
45-50,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,45-50
50-55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,50-55
40-45,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,40-45
-20,Private,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,70-75
30-35,Private,9,Divorced,Craft-repair,Own-child,White,Female,42,United-States,<=50K,30-35
20-25,?,10,Never-married,?,Unmarried,White,Male,40,United-States,<=50K,20-25
20-25,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,32,United-States,<=50K,20-25
40-45,Private,7,Divorced,Sales,Unmarried,White,Female,44,United-States,<=50K,40-45
20-25,Private,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,20-25
45-50,Private,6,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,37,China,<=50K,45-50
35-40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,35-40
30-35,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,30-35
-20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K,70-75
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,25-30
50-55,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,50-55
45-50,Private,11,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,<=50K,45-50
20-25,?,13,Never-married,?,Own-child,White,Male,40,United-States,<=50K,20-25
35-40,Private,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Philippines,<=50K,35-40
25-30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,25-30
50-55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,50-55
30-35,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,30-35
20-25,Private,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,20-25
40-45,Private,10,Divorced,Other-service,Unmarried,Black,Female,35,United-States,<=50K,40-45
25-30,Private,10,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,25-30
65-70,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,65-70
35-40,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,35-40
35-40,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,35-40
30-35,Private,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,40,United-States,<=50K,30-35
-20,Private,7,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,70-75
40-45,Private,13,Never-married,Sales,Not-in-family,White,Male,60,United-States,>50K,40-45
45-50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,45-50
-20,Private,7,Never-married,Other-service,Not-in-family,White,Male,20,United-States,<=50K,70-75
55-60,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,<=50K,55-60
65-70,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,65-70
40-45,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40-45
25-30,Private,5,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,Mexico,<=50K,25-30
30-35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,30-35
40-45,Private,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,40-45
20-25,Private,5,Never-married,Exec-managerial,Other-relative,White,Female,40,Mexico,<=50K,20-25
25-30,Private,10,Never-married,Farming-fishing,Other-relative,Black,Male,72,United-States,<=50K,25-30
35-40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,35-40
30-35,?,10,Divorced,?,Unmarried,White,Female,40,United-States,<=50K,30-35
45-50,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,45-50
65-70,Private,9,Widowed,Other-service,Unmarried,White,Female,17,United-States,<=50K,65-70
30-35,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,>50K,30-35
25-30,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
30-35,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,30-35
-20,Private,8,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,70-75
40-45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,40-45
35-40,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,35-40
40-45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,40-45
-20,?,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K,70-75
30-35,Private,10,Separated,Other-service,Unmarried,White,Female,38,El-Salvador,<=50K,30-35
25-30,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,?,<=50K,25-30
45-50,Private,9,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,45-50
25-30,Private,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20,United-States,<=50K,25-30
35-40,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,35-40
20-25,Private,9,Never-married,Sales,Own-child,White,Male,30,United-States,<=50K,20-25
40-45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,40-45
30-35,Private,9,Married-spouse-absent,Sales,Not-in-family,White,Male,20,United-States,<=50K,30-35
65-70,?,9,Married-civ-spouse,?,Husband,Black,Male,6,United-States,<=50K,65-70
25-30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
40-45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-45
-20,?,9,Never-married,?,Own-child,White,Female,60,United-States,<=50K,70-75
25-30,Local-gov,11,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,>50K,25-30
25-30,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,25-30
20-25,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,United-States,<=50K,20-25
20-25,?,10,Married-civ-spouse,?,Wife,White,Female,35,United-States,<=50K,20-25
45-50,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,45-50
30-35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,30-35
45-50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,45-50
35-40,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,35-40
35-40,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,35-40
25-30,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,25-30
-20,?,9,Never-married,?,Own-child,White,Male,40,United-States,<=50K,70-75
50-55,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,50-55
45-50,Private,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,45-50
55-60,Private,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K,55-60
65-70,Private,9,Widowed,Adm-clerical,Unmarried,White,Female,5,United-States,<=50K,65-70
50-55,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,France,>50K,50-55
35-40,Private,9,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K,35-40
35-40,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,35-40
30-35,Private,10,Separated,Tech-support,Unmarried,White,Female,50,Columbia,<=50K,30-35
-20,?,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K,70-75
25-30,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,25-30
70-75,Private,6,Divorced,Other-service,Not-in-family,White,Female,1,United-States,<=50K,70-75
35-40,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,35-40
30-35,Private,11,Divorced,Sales,Not-in-family,White,Male,40,United-States,<=50K,30-35
30-35,Self-emp-not-inc,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,30-35
40-45,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,40-45
35-40,Private,10,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,35-40
25-30,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K,25-30
45-50,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,45-50
45-50,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K,45-50
35-40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,35-40
25-30,Federal-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,25-30
35-40,Private,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,60,United-States,<=50K,35-40
30-35,Private,9,Never-married,Exec-managerial,Own-child,White,Male,60,United-States,<=50K,30-35
45-50,Local-gov,14,Divorced,Exec-managerial,Not-in-family,White,Female,70,United-States,<=50K,45-50
30-35,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,30-35
25-30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,25-30
25-30,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,25,United-States,<=50K,25-30
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K,25-30
20-25,Private,9,Never-married,Other-service,Own-child,Black,Female,30,United-States,<=50K,20-25
55-60,Local-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,55-60
55-60,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,55-60
20-25,?,9,Never-married,?,Not-in-family,White,Female,40,United-States,<=50K,20-25
45-50,Private,1,Separated,Other-service,Unmarried,White,Female,40,El-Salvador,<=50K,45-50
35-40,Self-emp-inc,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,55,United-States,<=50K,35-40
50-55,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,50-55
35-40,Local-gov,12,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,<=50K,35-40
40-45,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,70,United-States,>50K,40-45
35-40,Private,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,?,<=50K,35-40
